incident_id,crime_category,incident_date,incident_time,district,latitude,longitude,street_name,priority,status,reported_by,resolved_date,officers_assigned,damage_estimate_eur,witnesses_count,evidence_items
AZ-2024-004508,Körperverletzung,2023-04-01,21:43,Eckenheim,50.039505,8.687995,Stolzegasse,Dringend,Ermittlung läuft,Patrouille,,2,13605.03,0,14
AZ-2023-004509,Bedrohung,2024-03-24,00:39,Sossenheim,50.159321,8.700093,Barkholzweg,Mittel,Eingestellt,Patrouille,2024-12-15,2,0.0,1,13
AZ-2023-004510,Betrug,2024-04-08,11:51,Sossenheim,50.043971,8.640183,Rohlederstr.,Niedrig,Abgeschlossen,Anonym,2024-10-21,2,38416.65,4,1
AZ-2024-004511,Raub,2023-02-24,19:11,Nordend-West,50.094687,8.647022,Mirjam-Fritsch-Straße,Hoch,Abgeschlossen,Patrouille,2023-09-27,3,0.0,5,9
AZ-2023-004512,Urkundenfälschung,2023-10-16,19:57,Gallus,50.103066,8.612502,Ullrichallee,Mittel,Abgeschlossen,Opfer,2024-02-13,3,10140.34,5,11
AZ-2025-004513,Sachbeschädigung,2025-01-31,22:28,Rödelheim,50.103665,8.58361,Hanni-Mude-Allee,Niedrig,Abgeschlossen,Zeuge,2025-05-30,4,5692.95,3,8
AZ-2023-004514,Raub,2024-12-10,12:44,Zeilsheim,50.095066,8.587454,Mariusz-Eigenwillig-Ring,Dringend,Abgeschlossen,Zeuge,2025-06-28,4,0.0,4,2
AZ-2025-004515,Urkundenfälschung,2024-04-01,07:50,Frankfurter Berg,50.08089,8.526742,Rosel-Becker-Platz,Hoch,Gerichtlich,Patrouille,2024-08-04,1,0.0,2,9
AZ-2023-004516,Computerbetrug,2023-08-20,01:45,Zeilsheim,50.02997,8.765677,Miesplatz,Mittel,Abgeschlossen,Zeuge,2024-01-07,2,0.0,0,14
AZ-2025-004517,Drogendelikt,2024-04-12,17:11,Fechenheim,50.092418,8.790119,Hendriksallee,Dringend,Eingestellt,Notruf,2025-03-07,2,0.0,3,0
AZ-2025-004518,Computerbetrug,2025-04-26,09:34,Riederwald,50.159432,8.774537,Xenia-Misicher-Weg,Dringend,Gerichtlich,Patrouille,2025-11-27,4,4930.71,1,10
AZ-2025-004519,Computerbetrug,2023-06-15,02:01,Griesheim,50.183452,8.572103,Magarete-Schleich-Ring,Mittel,Ermittlung läuft,Patrouille,,1,12241.05,3,11
AZ-2023-004520,Computerbetrug,2024-01-25,04:39,Fechenheim,50.067179,8.636209,Ioannis-Misicher-Allee,Mittel,Abgeschlossen,Zeuge,2024-12-07,1,36286.71,0,12
AZ-2023-004521,Computerbetrug,2024-10-23,06:12,Seckbach,50.123095,8.783949,Ahmed-Weiß-Gasse,Niedrig,Ermittlung läuft,Anonym,,4,44202.03,0,2
AZ-2024-004522,Urkundenfälschung,2024-11-25,02:47,Praunheim,50.164202,8.726272,Pölitzstraße,Hoch,Ermittlung läuft,Anonym,,2,0.0,3,11
AZ-2024-004523,Diebstahl,2025-08-25,17:09,Ginnheim,50.024321,8.476846,Boucseinallee,Mittel,Abgeschlossen,Opfer,2025-09-10,2,37143.08,4,9
AZ-2023-004524,Hausfriedensbruch,2024-01-24,18:05,Hausen,50.192393,8.675239,Heßweg,Niedrig,Ermittlung läuft,Patrouille,,2,26448.28,5,7
AZ-2025-004525,Hausfriedensbruch,2023-07-26,05:39,Sachsenhausen-Süd,50.17221,8.713379,Ira-Wulf-Weg,Mittel,Abgeschlossen,Opfer,2024-01-08,4,0.0,0,2
AZ-2025-004526,Sachbeschädigung,2023-02-12,21:39,Riederwald,50.149298,8.747801,Theo-Nerger-Allee,Mittel,Gerichtlich,Zeuge,2023-05-05,2,40879.0,0,1
AZ-2024-004527,Urkundenfälschung,2023-07-19,11:48,Seckbach,50.17966,8.791009,Klaus-Jürgen-Kruschwitz-Allee,Hoch,Ermittlung läuft,Anonym,,4,14075.4,5,4
AZ-2025-004528,Computerbetrug,2023-03-10,18:28,Unterliederbach,50.165025,8.604963,Ottmar-Kuhl-Allee,Mittel,Abgeschlossen,Zeuge,2023-11-06,1,0.0,2,10
AZ-2024-004529,Raub,2024-02-16,02:38,Griesheim,50.065122,8.516104,Lorchallee,Mittel,Abgeschlossen,Opfer,2025-01-11,4,0.0,3,5
AZ-2024-004530,Diebstahl,2024-12-09,00:30,Sindlingen,50.050289,8.740785,Edwin-Fiebig-Ring,Hoch,Gerichtlich,Patrouille,2025-03-04,3,4158.54,5,9
AZ-2024-004531,Bedrohung,2024-03-14,13:00,Sossenheim,50.086682,8.615093,Irmtraut-Geisler-Ring,Dringend,Eingestellt,Opfer,2024-04-27,1,10005.04,1,4
AZ-2024-004532,Computerbetrug,2024-10-09,15:23,Ostend,50.058379,8.540401,Sontagring,Niedrig,Abgeschlossen,Zeuge,2025-07-14,2,30730.67,4,3
AZ-2025-004533,Sachbeschädigung,2023-01-13,04:36,Bockenheim,50.094498,8.642427,Siglinde-Henk-Straße,Mittel,Ermittlung läuft,Patrouille,,4,0.0,2,4
AZ-2023-004534,Diebstahl,2023-09-26,07:52,Dornbusch,50.152077,8.519287,Josef-Dietz-Ring,Niedrig,Ermittlung läuft,Patrouille,,3,7055.99,0,11
AZ-2023-004535,Beleidigung,2025-02-19,12:50,Fechenheim,50.093832,8.610148,Vadim-Tröst-Straße,Mittel,Ermittlung läuft,Patrouille,,1,11904.92,1,3
AZ-2023-004536,Bedrohung,2023-02-27,17:19,Nieder-Eschbach,50.126093,8.745125,Kathy-Heß-Ring,Niedrig,Ermittlung läuft,Opfer,,1,20595.61,3,13
AZ-2025-004537,Unterschlagung,2023-01-22,04:52,Ginnheim,50.170659,8.653973,Strohstraße,Hoch,Eingestellt,Zeuge,2024-01-04,1,44163.0,5,13
AZ-2024-004538,Urkundenfälschung,2023-08-23,04:17,Harheim,50.08262,8.682623,Zirmestraße,Dringend,Abgeschlossen,Notruf,2024-08-14,4,21391.38,1,13
AZ-2024-004539,Bedrohung,2025-01-22,19:43,Nied,50.047937,8.784884,Rosenowring,Hoch,Eingestellt,Notruf,2025-02-18,3,27238.83,2,9
AZ-2023-004540,Diebstahl,2024-10-03,14:24,Harheim,50.068084,8.620314,Klara-Etzold-Platz,Niedrig,Ermittlung läuft,Zeuge,,2,19318.78,1,11
AZ-2023-004541,Hausfriedensbruch,2023-11-23,23:47,Praunheim,50.057216,8.514337,Bauerplatz,Niedrig,Abgeschlossen,Patrouille,2024-01-08,4,11364.81,2,5
AZ-2024-004542,Urkundenfälschung,2023-05-17,20:31,Bornheim,50.160767,8.74277,Rosering,Dringend,Abgeschlossen,Notruf,2023-11-12,2,40353.44,0,4
AZ-2024-004543,Erpressung,2023-04-11,06:02,Schwanheim,50.051139,8.773899,Jäntschweg,Niedrig,Ermittlung läuft,Zeuge,,1,0.0,0,11
AZ-2024-004544,Raub,2024-02-04,05:15,Eckenheim,50.026219,8.658967,Caterina-Schulz-Ring,Niedrig,Abgeschlossen,Notruf,2024-07-18,2,27858.24,0,12
AZ-2024-004545,Verkehrsdelikt,2024-02-14,02:38,Unterliederbach,50.064626,8.650191,Trübstraße,Dringend,Abgeschlossen,Patrouille,2024-07-15,4,0.0,4,1
AZ-2024-004546,Hausfriedensbruch,2025-05-13,10:04,Eschersheim,50.030369,8.798591,Försterweg,Dringend,Ermittlung läuft,Opfer,,4,0.0,1,2
AZ-2024-004547,Urkundenfälschung,2024-09-13,03:23,Nieder-Erlenbach,50.114886,8.61583,Gabriel-Schlosser-Ring,Niedrig,Ermittlung läuft,Zeuge,,1,17054.96,2,1
AZ-2025-004548,Sachbeschädigung,2025-04-13,20:38,Hausen,50.076293,8.627739,Hertrampfweg,Niedrig,Ermittlung läuft,Opfer,,2,41567.12,5,6
AZ-2023-004549,Betrug,2024-03-14,13:02,Höchst,50.016027,8.633852,André-Hahn-Weg,Niedrig,Gerichtlich,Notruf,2024-06-08,1,23491.12,3,13
AZ-2025-004550,Erpressung,2023-03-30,07:05,Zeilsheim,50.130691,8.614811,Finkestr.,Niedrig,Abgeschlossen,Patrouille,2024-02-11,4,1090.3,2,10
AZ-2024-004551,Erpressung,2024-04-29,23:04,Niederursel,50.118263,8.533718,Joerg-Knappe-Allee,Niedrig,Abgeschlossen,Notruf,2024-09-25,1,2182.36,4,14
AZ-2024-004552,Hausfriedensbruch,2023-11-08,13:41,Eckenheim,50.184994,8.582314,Müllerstr.,Hoch,Ermittlung läuft,Zeuge,,3,49861.06,0,1
AZ-2025-004553,Urkundenfälschung,2025-06-07,12:01,Nordend-West,50.056929,8.476331,Wiltrud-Kaul-Allee,Dringend,Ermittlung läuft,Zeuge,,4,6166.67,1,7
AZ-2025-004554,Sachbeschädigung,2025-02-12,06:18,Niederursel,50.158321,8.647182,Cäcilia-Otto-Ring,Mittel,Ermittlung läuft,Opfer,,4,0.0,2,11
AZ-2024-004555,Hausfriedensbruch,2025-11-11,03:25,Nordend-Ost,50.19025,8.608386,Kostolzinallee,Mittel,Ermittlung läuft,Anonym,,4,16392.72,4,3
AZ-2024-004556,Erpressung,2025-01-10,13:29,Bergen-Enkheim,50.15023,8.678671,Seifertplatz,Niedrig,Ermittlung läuft,Notruf,,1,33460.57,4,3
AZ-2025-004557,Betrug,2023-10-13,11:28,Nieder-Erlenbach,50.020517,8.700313,Gertzstraße,Mittel,Eingestellt,Patrouille,2024-05-08,4,0.0,3,1
AZ-2025-004558,Beleidigung,2025-04-19,15:22,Innenstadt,50.020926,8.72863,Austermühleweg,Niedrig,Abgeschlossen,Opfer,2025-10-11,1,37244.44,4,14
AZ-2025-004559,Diebstahl,2025-05-13,09:50,Höchst,50.132256,8.698185,Miroslaw-Hecker-Ring,Niedrig,Abgeschlossen,Notruf,2025-05-23,3,7085.37,3,13
AZ-2024-004560,Urkundenfälschung,2023-10-03,10:26,Westend-Nord,50.026565,8.749484,Helmut-Fischer-Ring,Mittel,Gerichtlich,Anonym,2024-04-04,1,0.0,0,8
AZ-2024-004561,Unterschlagung,2024-01-02,04:52,Bergen-Enkheim,50.067632,8.566138,Gabi-Gunpf-Ring,Hoch,Abgeschlossen,Zeuge,2024-12-13,2,26377.95,4,8
AZ-2023-004562,Computerbetrug,2023-02-14,20:17,Harheim,50.08271,8.769881,Miesstr.,Niedrig,Ermittlung läuft,Opfer,,4,6852.6,0,14
AZ-2024-004563,Unterschlagung,2023-07-28,08:07,Bahnhofsviertel,50.034663,8.531222,Melanie-Weinhold-Weg,Hoch,Ermittlung läuft,Zeuge,,2,31661.54,5,5
AZ-2025-004564,Einbruchdiebstahl,2025-02-07,20:54,Dornbusch,50.031346,8.544684,Jolanta-Gutknecht-Ring,Dringend,Eingestellt,Zeuge,2025-06-01,4,35980.2,1,10
AZ-2025-004565,Sachbeschädigung,2023-09-20,03:37,Sachsenhausen-Süd,50.186901,8.5257,Rochus-Schomber-Gasse,Niedrig,Abgeschlossen,Zeuge,2024-07-01,3,42424.45,0,2
AZ-2024-004566,Computerbetrug,2025-01-12,09:30,Altstadt,50.139479,8.678611,Patberggasse,Mittel,Eingestellt,Zeuge,2025-11-12,2,0.0,5,1
AZ-2025-004567,Einbruchdiebstahl,2024-10-05,07:37,Sachsenhausen-Süd,50.157843,8.552195,Röhrdanzstr.,Hoch,Ermittlung läuft,Zeuge,,2,33228.63,4,6
AZ-2025-004568,Hausfriedensbruch,2025-07-27,22:33,Ginnheim,50.051336,8.473101,Wiebke-Blümel-Straße,Niedrig,Gerichtlich,Patrouille,2025-12-19,4,14055.39,3,6
AZ-2024-004569,Diebstahl,2023-01-10,00:37,Harheim,50.164966,8.50525,Ioannis-Hertrampf-Allee,Dringend,Ermittlung läuft,Anonym,,2,0.0,4,4
AZ-2023-004570,Urkundenfälschung,2024-07-10,01:05,Innenstadt,50.046106,8.639206,Helen-Siering-Platz,Dringend,Ermittlung läuft,Anonym,,1,23216.43,1,3
AZ-2025-004571,Erpressung,2025-08-07,11:40,Sossenheim,50.096832,8.521302,Helen-Trupp-Straße,Niedrig,Abgeschlossen,Notruf,2025-08-30,4,17510.34,0,10
AZ-2023-004572,Urkundenfälschung,2025-05-21,11:56,Innenstadt,50.065321,8.766026,Arthur-Schlosser-Ring,Mittel,Ermittlung läuft,Notruf,,4,0.0,0,14
AZ-2024-004573,Hausfriedensbruch,2023-10-04,14:28,Eckenheim,50.136538,8.752583,Conradiweg,Mittel,Ermittlung läuft,Zeuge,,4,0.0,0,13
AZ-2025-004574,Betrug,2023-08-16,08:49,Bonames,50.132362,8.509892,Jaqueline-Bolnbach-Platz,Mittel,Abgeschlossen,Zeuge,2023-11-19,1,33801.73,2,4
AZ-2024-004575,Computerbetrug,2023-11-18,18:17,Nordend-Ost,50.127489,8.603534,Bolanderplatz,Dringend,Abgeschlossen,Zeuge,2024-09-02,1,23168.46,5,1
AZ-2024-004576,Unterschlagung,2023-07-11,00:54,Rödelheim,50.182487,8.733583,Ingo-Sauer-Weg,Dringend,Abgeschlossen,Notruf,2023-08-17,3,44973.31,3,3
AZ-2025-004577,Drogendelikt,2024-11-19,10:30,Rödelheim,50.022709,8.55903,Mitschkegasse,Hoch,Ermittlung läuft,Zeuge,,4,24825.81,5,7
AZ-2024-004578,Sachbeschädigung,2025-09-04,04:51,Innenstadt,50.165606,8.733918,Marco-Zobel-Allee,Hoch,Abgeschlossen,Anonym,2026-03-06,2,0.0,0,11
AZ-2023-004579,Erpressung,2023-06-02,21:59,Nordend-Ost,50.124031,8.790603,Hans-Peter-Müller-Gasse,Mittel,Ermittlung läuft,Patrouille,,4,0.0,5,2
AZ-2023-004580,Hausfriedensbruch,2023-07-18,00:12,Nordend-West,50.019727,8.624586,Carstenstraße,Niedrig,Eingestellt,Opfer,2024-04-16,1,12688.03,2,7
AZ-2025-004581,Einbruchdiebstahl,2025-11-13,15:38,Nieder-Erlenbach,50.179182,8.59553,Eckhard-Riehl-Weg,Hoch,Ermittlung läuft,Opfer,,3,43088.74,4,3
AZ-2023-004582,Drogendelikt,2025-05-04,12:11,Zeilsheim,50.023508,8.534477,Doreen-Neuschäfer-Ring,Mittel,Eingestellt,Notruf,2026-04-23,3,37637.83,0,2
AZ-2025-004583,Sachbeschädigung,2024-11-09,02:44,Schwanheim,50.184294,8.730725,Constance-Losekann-Gasse,Mittel,Abgeschlossen,Notruf,2024-11-22,2,14533.15,5,9
AZ-2023-004584,Diebstahl,2025-03-23,08:57,Rödelheim,50.188264,8.619016,Wulffweg,Niedrig,Eingestellt,Opfer,2025-09-27,4,47743.16,4,14
AZ-2023-004585,Betrug,2024-09-26,05:30,Seckbach,50.183276,8.561681,Damaris-Schuster-Weg,Hoch,Ermittlung läuft,Patrouille,,2,33964.94,2,6
AZ-2025-004586,Beleidigung,2025-10-11,18:16,Eckenheim,50.060271,8.493553,Ackermannring,Dringend,Ermittlung läuft,Notruf,,3,40813.18,3,5
AZ-2024-004587,Diebstahl,2025-01-08,08:21,Sachsenhausen-Nord,50.171953,8.534087,Schinkering,Mittel,Eingestellt,Opfer,2025-04-11,1,36730.58,5,2
AZ-2025-004588,Raub,2023-10-07,05:56,Nordend-Ost,50.065774,8.673811,Schülerplatz,Niedrig,Gerichtlich,Zeuge,2024-08-06,1,0.0,5,7
AZ-2024-004589,Diebstahl,2024-09-03,03:19,Nieder-Eschbach,50.139268,8.490403,Patbergstraße,Niedrig,Abgeschlossen,Notruf,2025-08-20,4,13011.14,5,3
AZ-2023-004590,Erpressung,2023-12-25,16:12,Ostend,50.116926,8.740367,Seidelring,Dringend,Ermittlung läuft,Notruf,,1,8856.36,2,2
AZ-2024-004591,Verkehrsdelikt,2023-05-31,13:36,Harheim,50.158042,8.708653,Reichmannplatz,Dringend,Eingestellt,Opfer,2023-09-29,4,0.0,3,14
AZ-2025-004592,Betrug,2024-03-03,00:44,Schwanheim,50.036227,8.723231,Höfigweg,Niedrig,Eingestellt,Anonym,2024-05-24,2,39274.8,5,1
AZ-2024-004593,Raub,2025-04-08,23:32,Hausen,50.067306,8.64681,Schomberstraße,Dringend,Abgeschlossen,Notruf,2025-11-02,2,18264.02,5,14
AZ-2023-004594,Raub,2024-01-31,03:05,Riederwald,50.053716,8.566573,Zita-Wernecke-Platz,Dringend,Ermittlung läuft,Notruf,,3,39667.1,2,9
AZ-2024-004595,Körperverletzung,2024-04-04,03:13,Bonames,50.111557,8.758446,Albersring,Mittel,Ermittlung läuft,Notruf,,2,0.0,1,4
AZ-2025-004596,Hausfriedensbruch,2023-03-12,22:18,Berkersheim,50.168876,8.790481,Oderwaldplatz,Dringend,Gerichtlich,Patrouille,2023-03-20,1,14389.01,4,1
AZ-2025-004597,Hausfriedensbruch,2023-08-11,16:30,Schwanheim,50.101982,8.728262,Carsten-Wesack-Straße,Niedrig,Abgeschlossen,Anonym,2024-06-22,3,15934.16,5,5
AZ-2024-004598,Bedrohung,2025-09-30,14:44,Schwanheim,50.07961,8.769789,Dehmelallee,Niedrig,Ermittlung läuft,Notruf,,2,21282.84,1,5
AZ-2023-004599,Drogendelikt,2023-03-14,09:03,Sachsenhausen-Süd,50.166422,8.726112,Karzweg,Mittel,Eingestellt,Anonym,2023-10-10,1,35577.8,4,14
AZ-2024-004600,Körperverletzung,2023-06-12,03:50,Höchst,50.019742,8.547114,Hans-Jürgen-Wulff-Gasse,Dringend,Ermittlung läuft,Notruf,,1,29492.07,3,14
AZ-2025-004601,Betrug,2023-05-18,12:11,Unterliederbach,50.032025,8.560836,Heino-Jäntsch-Weg,Dringend,Abgeschlossen,Patrouille,2024-01-30,4,0.0,3,6
AZ-2023-004602,Urkundenfälschung,2023-11-27,03:51,Bornheim,50.028174,8.710295,Junckenallee,Hoch,Ermittlung läuft,Zeuge,,4,47894.78,4,12
AZ-2025-004603,Erpressung,2023-11-11,14:14,Praunheim,50.092185,8.538698,Dobesweg,Mittel,Ermittlung läuft,Anonym,,3,0.0,3,13
AZ-2023-004604,Diebstahl,2023-07-08,14:32,Ostend,50.073328,8.649739,Schmidtplatz,Dringend,Eingestellt,Zeuge,2023-07-19,2,25618.79,3,7
AZ-2024-004605,Verkehrsdelikt,2025-08-20,00:06,Sossenheim,50.12635,8.751298,Markus-Franke-Platz,Niedrig,Ermittlung läuft,Patrouille,,2,45511.87,3,3
AZ-2023-004606,Erpressung,2023-10-25,21:22,Nieder-Eschbach,50.053681,8.794698,Zimmerplatz,Dringend,Abgeschlossen,Anonym,2024-02-28,2,21028.57,2,5
AZ-2023-004607,Diebstahl,2023-08-29,10:04,Fechenheim,50.14614,8.703919,Elena-Spieß-Platz,Niedrig,Ermittlung läuft,Opfer,,2,15763.06,5,11
AZ-2025-004608,Verkehrsdelikt,2024-01-27,19:36,Frankfurter Berg,50.190777,8.61234,Plathstraße,Mittel,Eingestellt,Opfer,2024-05-21,4,40735.93,1,13
AZ-2024-004609,Beleidigung,2025-04-30,14:28,Gallus,50.030656,8.775209,Zahnweg,Mittel,Ermittlung läuft,Notruf,,3,0.0,0,14
AZ-2024-004610,Einbruchdiebstahl,2023-05-29,22:47,Fechenheim,50.040523,8.710086,Heinring,Dringend,Eingestellt,Anonym,2023-12-29,3,1407.49,2,12
AZ-2025-004611,Betrug,2024-05-28,03:14,Bahnhofsviertel,50.019198,8.6038,Jähnring,Dringend,Ermittlung läuft,Opfer,,3,10114.98,5,11
AZ-2024-004612,Unterschlagung,2025-04-21,00:38,Altstadt,50.133299,8.73302,Leonardo-Kade-Allee,Niedrig,Abgeschlossen,Zeuge,2025-06-05,4,43274.27,5,11
AZ-2023-004613,Sachbeschädigung,2023-01-03,06:41,Unterliederbach,50.054138,8.728373,Weinhagering,Dringend,Ermittlung läuft,Patrouille,,1,36910.09,5,9
AZ-2024-004614,Bedrohung,2024-03-05,04:11,Niederursel,50.190159,8.63001,Jäntschstraße,Mittel,Abgeschlossen,Patrouille,2024-03-17,1,34412.91,1,14
AZ-2023-004615,Sachbeschädigung,2024-11-18,19:47,Westend-Süd,50.109559,8.750067,Wiekstraße,Niedrig,Gerichtlich,Notruf,2025-05-26,1,0.0,2,12
AZ-2025-004616,Drogendelikt,2024-09-18,01:47,Bonames,50.096033,8.572202,Klothilde-Kusch-Gasse,Dringend,Ermittlung läuft,Anonym,,3,14345.39,0,15
AZ-2024-004617,Raub,2024-07-13,03:20,Innenstadt,50.189612,8.682865,Klappweg,Dringend,Eingestellt,Notruf,2025-06-20,3,18810.62,1,5
AZ-2025-004618,Hausfriedensbruch,2023-07-16,09:35,Niederursel,50.085968,8.526507,Yvonne-Meyer-Ring,Niedrig,Eingestellt,Patrouille,2024-05-09,2,14542.17,2,2
AZ-2024-004619,Beleidigung,2023-06-02,22:54,Sachsenhausen-Nord,50.130304,8.704366,Maria-Tlustek-Platz,Hoch,Abgeschlossen,Notruf,2023-07-04,4,30932.8,3,12
AZ-2024-004620,Unterschlagung,2023-10-03,09:14,Westend-Nord,50.175202,8.730368,Gesine-Trubin-Ring,Niedrig,Eingestellt,Anonym,2023-11-28,4,36433.9,4,12
AZ-2025-004621,Körperverletzung,2023-07-31,09:26,Ostend,50.188086,8.742438,Köstergasse,Mittel,Abgeschlossen,Notruf,2024-07-08,4,23945.4,0,5
AZ-2024-004622,Urkundenfälschung,2023-12-22,22:32,Dornbusch,50.017131,8.554215,Loosallee,Niedrig,Abgeschlossen,Anonym,2024-09-02,4,32971.05,1,1
AZ-2025-004623,Sachbeschädigung,2024-06-04,01:34,Nieder-Erlenbach,50.179873,8.518099,Junkstr.,Hoch,Ermittlung läuft,Patrouille,,4,0.0,1,14
AZ-2023-004624,Raub,2023-03-06,18:13,Westend-Nord,50.02998,8.531931,Ludmila-Hande-Weg,Hoch,Gerichtlich,Opfer,2024-01-11,3,0.0,1,9
AZ-2024-004625,Unterschlagung,2023-09-02,05:55,Bahnhofsviertel,50.140434,8.785567,Höfiggasse,Hoch,Abgeschlossen,Notruf,2024-04-02,4,45865.96,0,0
AZ-2025-004626,Körperverletzung,2023-11-08,16:35,Westend-Nord,50.069675,8.494916,Ingbert-Fritsch-Ring,Mittel,Ermittlung läuft,Zeuge,,1,7735.28,3,2
AZ-2025-004627,Hausfriedensbruch,2024-11-17,11:55,Zeilsheim,50.098467,8.776088,Ullmannstr.,Niedrig,Eingestellt,Patrouille,2025-02-09,1,15579.75,2,4
AZ-2023-004628,Bedrohung,2025-08-24,13:18,Riederwald,50.184423,8.479016,Bienallee,Hoch,Abgeschlossen,Anonym,2026-05-17,3,0.0,0,10
AZ-2024-004629,Körperverletzung,2023-08-12,23:47,Berkersheim,50.164632,8.712656,Strohweg,Mittel,Abgeschlossen,Notruf,2024-02-23,2,27965.25,0,4
AZ-2024-004630,Drogendelikt,2023-12-09,06:04,Rödelheim,50.115546,8.605175,Heringring,Niedrig,Ermittlung läuft,Opfer,,3,46043.48,2,14
AZ-2023-004631,Unterschlagung,2024-11-05,05:54,Höchst,50.021845,8.490621,Bonbachgasse,Hoch,Abgeschlossen,Patrouille,2025-07-20,2,39974.72,4,1
AZ-2025-004632,Bedrohung,2023-06-30,22:05,Hausen,50.189246,8.530386,Felicitas-Karz-Ring,Hoch,Abgeschlossen,Notruf,2024-05-06,1,0.0,0,10
AZ-2025-004633,Betrug,2023-07-29,00:57,Nieder-Eschbach,50.104222,8.677857,Mangoldring,Niedrig,Eingestellt,Opfer,2023-11-17,1,46427.41,4,12
AZ-2024-004634,Raub,2023-03-16,01:44,Nordend-West,50.166926,8.579554,Wieslaw-Eimer-Allee,Hoch,Abgeschlossen,Notruf,2023-11-16,2,9420.82,5,9
AZ-2024-004635,Unterschlagung,2025-10-14,13:19,Eckenheim,50.026331,8.564498,Marten-Wohlgemut-Allee,Hoch,Eingestellt,Anonym,2026-09-01,1,6004.97,5,0
AZ-2023-004636,Drogendelikt,2024-10-02,19:39,Griesheim,50.079487,8.477803,Flantzallee,Dringend,Eingestellt,Opfer,2024-11-09,3,2737.29,0,11
AZ-2024-004637,Drogendelikt,2024-05-23,00:32,Sachsenhausen-Süd,50.057983,8.472255,Dana-Jacob-Weg,Dringend,Abgeschlossen,Notruf,2024-06-16,4,37279.83,4,14
AZ-2025-004638,Körperverletzung,2023-01-11,13:18,Riederwald,50.106433,8.794613,Canan-Cichorius-Straße,Niedrig,Ermittlung läuft,Notruf,,2,30703.58,3,15
AZ-2024-004639,Diebstahl,2023-12-17,05:18,Frankfurter Berg,50.075974,8.509868,Matthias-Ruppersberger-Weg,Mittel,Eingestellt,Patrouille,2024-09-18,2,39648.74,0,14
AZ-2025-004640,Diebstahl,2023-06-07,21:03,Schwanheim,50.132499,8.78384,Rohtstr.,Hoch,Ermittlung läuft,Anonym,,2,48194.21,5,9
AZ-2025-004641,Raub,2024-07-29,07:40,Fechenheim,50.082478,8.612916,Stumpfgasse,Mittel,Abgeschlossen,Anonym,2025-04-13,2,36081.23,3,7
AZ-2025-004642,Drogendelikt,2024-05-30,21:05,Nordend-Ost,50.039646,8.609286,Laila-Winkler-Gasse,Hoch,Gerichtlich,Zeuge,2024-12-09,4,14842.83,5,7
AZ-2023-004643,Einbruchdiebstahl,2023-02-22,11:18,Bonames,50.145366,8.658951,Klingelhöferallee,Mittel,Ermittlung läuft,Notruf,,2,16951.11,1,7
AZ-2023-004644,Verkehrsdelikt,2023-03-17,01:37,Westend-Nord,50.175488,8.522882,Weinholdplatz,Dringend,Eingestellt,Zeuge,2023-06-07,3,9600.62,3,7
AZ-2023-004645,Urkundenfälschung,2023-08-19,22:30,Bornheim,50.156405,8.506175,Marijan-Mosemann-Platz,Mittel,Eingestellt,Notruf,2023-11-14,2,28889.16,3,1
AZ-2023-004646,Beleidigung,2025-08-20,06:55,Innenstadt,50.080512,8.548295,Klotzring,Dringend,Abgeschlossen,Anonym,2026-03-04,4,0.0,4,9
AZ-2024-004647,Einbruchdiebstahl,2023-07-25,04:14,Berkersheim,50.15829,8.756702,Gülten-Tlustek-Ring,Hoch,Ermittlung läuft,Opfer,,4,24472.94,4,12
AZ-2024-004648,Diebstahl,2024-06-03,04:08,Westend-Nord,50.052511,8.726414,Schleichweg,Mittel,Ermittlung läuft,Zeuge,,2,0.0,4,2
AZ-2023-004649,Sachbeschädigung,2024-09-06,08:08,Niederursel,50.181192,8.574223,Fridolin-Dussen van-Allee,Mittel,Abgeschlossen,Notruf,2025-06-17,3,0.0,2,13
AZ-2023-004650,Hausfriedensbruch,2024-05-29,05:09,Schwanheim,50.117267,8.757878,Loosstraße,Mittel,Ermittlung läuft,Zeuge,,4,3910.2,0,9
AZ-2025-004651,Unterschlagung,2025-02-27,05:38,Bornheim,50.106485,8.53404,Biggenallee,Hoch,Eingestellt,Patrouille,2025-11-10,2,37885.33,4,3
AZ-2025-004652,Erpressung,2025-06-07,13:51,Innenstadt,50.063513,8.475923,Siglinde-Peukert-Ring,Mittel,Ermittlung läuft,Notruf,,4,0.0,3,4
AZ-2024-004653,Einbruchdiebstahl,2023-06-05,11:44,Sindlingen,50.170059,8.683988,Carola-Mälzer-Gasse,Niedrig,Ermittlung läuft,Zeuge,,1,34358.47,1,2
AZ-2023-004654,Verkehrsdelikt,2023-11-28,04:10,Rödelheim,50.068846,8.789623,Zobelstr.,Mittel,Abgeschlossen,Patrouille,2024-07-05,3,31661.14,2,1
AZ-2025-004655,Raub,2024-03-30,16:36,Riederwald,50.10164,8.68643,Holzapfelstr.,Mittel,Eingestellt,Opfer,2024-09-08,2,9961.77,3,15
AZ-2023-004656,Urkundenfälschung,2024-08-29,05:10,Praunheim,50.026363,8.566424,Schulzgasse,Hoch,Abgeschlossen,Zeuge,2025-04-19,3,14327.79,5,12
AZ-2024-004657,Unterschlagung,2023-10-03,12:02,Preungesheim,50.056181,8.783653,Carmine-Davids-Weg,Hoch,Ermittlung läuft,Anonym,,1,42256.84,4,1
